Year,GDP Growth (%),Inflation Rate (%),Interest Rate (%),Exchange Rate (USD/INR),Fiscal Deficit (% of GDP),Exports (Billion USD),Imports (Billion USD),FDI (Billion USD),Money Supply (M3) Growth (%),Bank Credit Growth (%),Unemployment Rate (%),Private Consumption (% of GDP),Fixed Capital Formation (% of GDP),Trade Balance (Billion USD),^NSEI Close Price,^BSESN Close Price,CCI,Manufacturing PMI
1990,5.533454561,0.5352893337374367,0.6490664040732089,0.1289942264142365,0.7647058823529411,0.014583261975842204,0.012242912336830596,5.593822557518313e-06,0.5609756097560976,0.12876212655823427,0.0,0.7333333333333334,0.3969804627115652,0.9630795683446267,0.16936968734955016,0.008724021029718101,1.0,0.7362637362637354
1991,1.056831435,1.0,0.5018811941898815,0.1990931088104828,0.5082956259426847,0.014978601410142461,0.00748726325431907,0.0010550201007932679,0.6747967479674797,0.09652852553919844,0.9729195493180471,0.7037037037037033,0.30415837767494813,0.9996328027196512,0.16936968734955016,0.008724021029718101,1.0,0.7362637362637354
1992,5.48239602,0.8024649252078466,0.9947653370663707,0.24158449052112574,0.4298642533936651,0.01828929183173212,0.012818914800774909,0.004208922053209398,0.6422764227642277,0.12233678635580525,0.9750938920735324,0.6740740740740749,0.335463913658669,0.98210043725837,0.16936968734955016,0.008724021029718101,1.0,0.7362637362637354
1993,4.750776218,0.28445232436430706,0.6978578417120331,0.30280248494137263,0.6380090497737556,0.020868063015021643,0.012568921602104825,0.0084642284866102,0.6747967479674797,0.09683212930864538,0.9784542399683733,0.6444444444444448,0.24735735736080033,1.0,0.16936968734955016,0.008724021029718101,1.0,0.7362637362637354
1994,6.65892407,0.656394839325908,0.5656294134358303,0.31458324550849504,0.4796380090497737,0.02724128314711126,0.01929849120645451,0.015035436761095427,1.0,0.09139325917327668,0.9576991500296501,0.6148148148148147,0.2282165622982204,0.9915783064854458,0.16936968734955016,0.008724021029718101,1.0,0.7362637362637354
1995,7.574491838,0.6542084192141946,0.7022785241287877,0.32867724966082074,0.3906485671191553,0.03597511908358639,0.03061129201606919,0.03322089665526024,0.2764227642276422,0.05792725759167172,0.9503854516702905,0.5851851851851855,0.33840272967145557,0.9650537079439573,0.16936968734955016,0.008724021029718101,1.0,0.7362637362637354
1996,7.549522249,0.5358508774783595,0.8748778799898014,0.368899944428553,0.32730015082956254,0.03823310783538018,0.032924981239369086,0.03760938771079317,0.5284552845528456,0.084182241668458,0.9405020755089939,0.5555555555555554,0.30046822423750297,0.9625756043536278,0.16936968734955016,0.008724021029718101,1.0,0.7362637362637354
1997,4.04982085,0.363882778174382,0.7958258099624813,0.38067617801405773,0.3363499245852186,0.04299377348071351,0.03774813758525143,0.055498318822585206,0.5609756097560976,0.08868386316965193,0.9507807867167426,0.5259259259259261,0.35161053979029133,0.9577446568456349,0.16936968734955016,0.008724021029718101,1.0,0.7362637362637354
1998,6.184415822,0.9393471083128229,0.6358002514482155,0.4468565624970864,0.5656108597285068,0.04555526220855489,0.04208774774729061,0.040850612866658746,0.6422764227642277,0.09228854246148965,0.9565131448902946,0.496296296296296,0.35834773190781055,0.9426425064735376,0.16936968734955016,0.0,1.0,0.7362637362637354
1999,8.845755559,0.12726595896431964,1.0,0.4708885598933732,0.43137254901960786,0.0535213670229274,0.05103358702553941,0.03360878065654043,0.36585365853658547,0.14367314933338127,0.9521644593793241,0.4666666666666668,0.48701918419133916,0.9282864569141279,0.16936968734955016,0.028191287128006864,1.0,0.7362637362637354
2000,3.840991157,0.06462320528434257,0.9240600984219178,0.4961263073966181,0.4826546003016592,0.06437282727096975,0.055356678615690325,0.05560533584373772,0.4227642276422765,0.22955452964634449,0.9535481320419055,0.43703703703703756,0.39323833748156956,0.9650845985298953,0.16936968734955016,0.013250158565810771,1.0,0.7362637362637354
2001,4.823966266,0.04279231943703127,0.9463273102862979,0.526162691541603,0.5580693815987934,0.06448342891609571,0.05546338573044414,0.07959468979457249,0.34959349593495936,0.23779508262264992,0.9592804902154577,0.40740740740740744,0.6355765991514981,0.9650106813651896,0.16936968734955016,0.002990830684560651,0.7325170765474098,0.7362637362637354
2002,3.803975321,0.09191538342824035,0.885095490762517,0.5452150716447922,0.5082956259426847,0.08074564056653259,0.0705341644095957,0.0808513345975424,0.3739837398373984,0.34636030124794825,0.9790472425380512,0.3777777777777782,0.5364366894034454,0.9585773188303417,0.16936968734955016,0.004652320945686503,0.6856078785737161,0.7362637362637354
2003,7.860381476,0.04531230516387996,0.8314677220523032,0.5180925871374211,0.2624434389140272,0.1033830592456201,0.08934143805491729,0.057124483438786455,0.5365853658536586,0.32633124439317274,0.9646175133425579,0.3481481481481481,0.5365792779653957,0.9651860877167113,0.16936968734955016,0.0402335212632659,0.5935378761546595,0.7362637362637354
2004,7.922936612,0.0416500974828925,0.616905753647453,0.5011420963874259,0.2021116138763197,0.1500095342451828,0.139544292603726,0.08427419186724025,0.15447154471544722,0.4607626945016948,0.9537457995651315,0.31851851851851887,0.683655497767427,0.8966308690674646,0.16936968734955016,0.05127249877357243,0.7270066684807652,0.7362637362637354
2005,7.923430621,0.08709579813986118,0.6119856098628338,0.48486498401742695,0.22021116138763197,0.19452740045212152,0.18995920774508873,0.11286726020887353,0.39837398373983746,0.5748960165761144,0.9393160703696382,0.29629629629629584,0.8105218020337379,0.8133798366452699,0.16936968734955016,0.09167498330488272,0.6921339422189128,0.7362637362637354
2006,8.060732572,0.23414275794313294,0.40755458621133966,0.5010155402696898,0.11764705882352944,0.24548531831918077,0.24240769619787542,0.311132663586217,0.7235772357723578,0.6797128598892722,0.9393160703696382,0.2740740740740746,0.8619299418563207,0.7557745939184168,0.16936968734955016,0.15511344714989578,0.7350462271087252,0.8681318681318677
2007,7.660815067,0.28881492637348566,0.6859624341390942,0.4480496680176981,0.0,0.314630587902488,0.3250772174947091,0.39191088249770745,0.967479674796748,0.7386028620900663,0.9410950780786718,0.25185185185185244,1.0000000000000002,0.595182402682803,0.16936968734955016,0.24906581197381128,0.7062207456337966,1.0
2008,3.086698059,0.4762909312880618,0.5150389796153909,0.47690644957934947,0.0,0.36127604092961213,0.37968751239741916,0.674376097914846,0.7479674796747968,0.8543681724253779,0.9598734927851353,0.2296296296296294,0.9321470325235872,0.4951566554479945,0.0,0.09527952807988407,0.15115617469481535,0.5934065934065931
2009,7.861888833,0.7165744066401369,0.6078198272977307,0.5424713926977353,0.5429864253393665,0.3415496392614307,0.37543312269623136,0.5527896724602046,0.5609756097560976,0.8121172476349944,0.9614548329709429,0.20740740740740726,0.8846568166326125,0.40243085998660133,0.11942627254164945,0.20827393679095663,0.20700174484094802,0.4285714285714288
2010,8.497584702,0.8215857265652795,0.0,0.5066192912191816,0.5912518853695324,0.47384283149183115,0.4920866953084747,0.42561589385741944,0.5528455284552845,0.8836954569643599,0.9590828226922317,0.18518518518518512,0.8399379438267689,0.392711607319689,0.16915127464497748,0.2522760468264982,0.416302585180933,0.9010989010989006
2011,5.241316199,0.5296510556587832,0.295463857127004,0.5192591215117975,0.3544494720965309,0.5676311293241154,0.6245118091496078,0.5670427542956163,0.4715447154471546,0.9053037778913883,0.9519667918560981,0.16296296296296298,0.9070772068725754,0.029466499228353427,0.08870273194279144,0.1792229134662656,0.28817755599401096,0.6263736263736259
2012,5.456387552,0.583454853023091,0.3988668647452017,0.6098009838382227,0.2926093514328809,0.5689540352049651,0.6297761766672952,0.3727667157752251,0.2764227642276422,0.9229493080957621,0.961850168017395,0.14814814814814792,0.8527609160370362,0.0,0.1569311147794013,0.23663130765476853,0.31843148254822395,0.5384615384615383
2013,6.386106401,0.634572082619951,0.5234717057498035,0.6788518988246818,0.2926093514328809,0.5999173244240643,0.5801261211307873,0.4373651902373909,0.2845528455284554,0.9375893275225119,0.9707452065625619,0.13333333333333375,0.7200732095498246,0.5492412656613661,0.178180559658426,0.26183868763732127,0.4298542917877768,0.1538461538461542
2014,7.410227605,0.31658701336392453,0.7766400505985762,0.711388537740366,0.23529411764705876,0.5949251776256612,0.5820371353363889,0.5371777960620177,0.06504065040650409,0.9227632082961322,0.9634315082032023,0.11851851851851869,0.6447437763824901,0.5043577025654918,0.2835861526780198,0.35331450094445654,0.5450747993570957,0.31868131868131844
2015,7.996253786,0.1497618253263429,0.8537142440915697,0.7531678159967111,0.20512820512820507,0.5277929124634106,0.5092495093497561,0.6837490896892923,0.0,0.9223314506600239,0.9549318047044872,0.10370370370370363,0.5612633801454288,0.6067052594025268,0.26566874329681595,0.3333407508823429,0.6720307010652924,0.29670329670329654
2016,8.256305502,0.15367404456091693,0.7352565816159304,0.7938892198812513,0.14479638009049778,0.557551784418941,0.5263521786446618,0.6907270615491278,0.0,0.8408782853237952,0.949001779007709,0.08888888888888946,0.527507510323735,0.670007212398789,0.2784242574613572,0.3406967239813994,0.6490362953529285,0.3076923076923075
2017,6.795383419,0.0,0.6542638367577664,0.7661417493877218,0.14479638009049778,0.6338740788204011,0.641931089467888,0.6209211448028692,0.03252032520325199,0.8318327183375415,0.95236212690255,0.0740740740740744,0.5268491166711713,0.3183878072263945,0.4033373783734693,0.4480954885339308,0.7406051531581497,0.1758241758241761
2018,6.453851345,0.057925334352687596,0.6573114612138691,0.8098674496398448,0.12971342383107087,0.6864465668570013,0.7080710187701895,0.6543498094559763,0.008130081300812941,0.8772996820109639,0.9590828226922317,0.059259259259259345,0.6064973391808672,0.17274867336743815,0.4210150457480941,0.47716977374397535,0.7815270366552554,0.395604395604396
2019,3.871436941,0.03806958720771236,0.7945100669811125,0.8370412940401913,0.12971342383107087,0.674220104040881,0.6649642577167567,0.7863204250797301,0.03252032520325199,0.8892041928846165,0.7333465111682151,0.04444444444444429,0.5439983339280412,0.4053250524974792,0.4905805142482499,0.5521198575780093,0.7106192105056977,0.31868131868131844
2020,-5.777724707,0.3125821137790938,0.5476331501137617,0.8862707150446445,1.0,0.6357881257149376,0.5604826200031371,1.0,0.1707317073170731,1.0,1.0,0.029629629629630116,0.473957538348315,0.9140859552133229,0.5871752086967997,0.6460362286825534,0.31319321172222914,0.0
2021,9.689592492,0.17105118987081408,0.205886570848061,0.8838414539911352,0.6591251885369533,0.8676091523157967,0.8449309565516379,0.6949023208872099,0.2195121951219512,0.8715283616051647,0.7076497331488436,0.014814814814815058,0.6136218945161374,0.32347566160831476,0.7668180694265623,0.7978395859073022,0.521062833932838,0.4615384615384608
2022,6.987039326,0.31975312904320247,0.3300612961323781,0.9465482747612449,0.5882352941176471,0.9981458484504628,1.0,0.7759036589987733,0.2195121951219512,0.8715283616051647,0.3996837319628386,0.0,0.6862409595054466,0.027465737757148667,0.8068372456292361,0.8352309808239162,0.0,0.6483516483516478
2023,8.152936311,0.22016256735574696,0.3300612961323781,1.0,0.4660633484162896,1.0,0.9560705042084073,0.4362146074504827,0.2195121951219512,0.8715283616051647,0.27119984186598145,0.0,0.6914537671708747,0.3538967567404855,1.0,1.0,0.18866961169713647,0.7802197802197801
